position,handle,product_id,title,ratio_in_collection,tier,sold_out,views_90d
1,evania-pants,10831763931469,Evania Pants,1.91,New,no,231
2,violetta-pants,10831729623373,Violetta Pants,1.51,New,no,157
3,seraphina-pants,10831770747213,Seraphina Pants,1.17,New,no,36
4,maristella-cape,10831722840397,Oriane Pants,1.13,New,no,107
5,jessamine-pants,10831736045901,Jessamine Pants,1.12,New,no,50
