position,handle,product_id,title,ratio_in_collection,tier,sold_out,views_90d
1,gold-underdress,8936685863245,Gold Underdress,1.62,Strong,no,2086
2,pink-underdress-long,10078634836301,Pink Underdress Long,0.94,Average,no,1630
3,gold-underdress-long-1,10566350635341,Gold Underdress Long,0.85,Average,no,1142
4,pink-underdress,8936687141197,Pink Underdress,0.58,Average,no,855
